Material Name, Length, Width, Thickness,Max Displacement,Natural Frequency,Max Strain
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.002036734693877551,8.092464774058526e-5,702.1433300020758,0.0017829878189023305
Brass,0.008326530612244898,0.008326530612244898,0.002036734693877551,1.6587387780039412e-6,4802.791152813638,3.6546480194793805e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.002135510204081633,5.400534912933374e-5,859.3654467215207,0.0012475889692896691
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.002135510204081633,7.020695386813385e-5,753.7133565624773,0.0016218656600765701
Brass,0.008326530612244898,0.008326530612244898,0.002135510204081633,1.4390735255881423e-6,5150.429549170551,3.324434126369494e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0022342857142857143,4.71548629007354e-5,919.5241701232967,0.0011397203229898947
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0022342857142857143,6.130132177095602e-5,806.4760473532782,0.001481636419886863
Brass,0.008326530612244898,0.008326530612244898,0.0022342857142857143,1.256545922500685e-6,5505.530279638628,3.0370376172205597e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.002333061224489796,4.141570772745894e-5,981.0112499793754,0.0010452599736102955
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.002333061224489796,5.384042004569663e-5,860.4037838248239,0.001358837965693384
Brass,0.008326530612244898,0.008326530612244898,0.002333061224489796,1.103627818250129e-6,5867.8845711163,2.785363446571954e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0024318367346938775,3.657136182248806e-5,1043.7971976328151,0.000962074368618513
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0024318367346938775,4.7542770369234475e-5,915.4707027140646,0.0012506966792040668
Brass,0.008326530612244898,0.008326530612244898,0.0024318367346938775,9.745505193231496e-7,6237.296495509226,2.563727542101345e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0025306122448979593,3.245401574677325e-5,1107.8543207070184,0.0008884380392039462
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0025306122448979593,4.219022047080522e-5,971.6525162000318,0.0011549694509651299
Brass,0.008326530612244898,0.008326530612244898,0.0025306122448979593,8.64843130163354e-7,6613.581678927664,2.367533006628704e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0026293877551020407,2.8932251480893588e-5,1173.1565463554064,0.0008229433965862806
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0026293877551020407,3.761192692516166e-5,1028.9263568835477,0.0010698264155621648
Brass,0.008326530612244898,0.008326530612244898,0.0026293877551020407,7.710043023321421e-7,6996.566187594311,2.19302980883758e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0027281632653061226,2.59021581619131e-5,1239.6792679790499,0.0007644329614112178
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0027281632653061226,3.367280561048703e-5,1087.2706433496933,0.0009937628498345832
Brass,0.008326530612244898,0.008326530612244898,0.0027281632653061226,6.902655414852891e-7,7386.085560396582,2.037134236998054e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.002826938775510204,2.3280842604017603e-5,1307.3992115496162,0.0007119478696200862
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.002826938775510204,3.0265095385222886e-5,1146.6649629252781,0.0009255322305061122
Brass,0.008326530612244898,0.008326530612244898,0.002826938775510204,6.204183151218224e-7,7781.9839640536175,1.8972917142098592e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.002925714285714286,2.100163218480106e-5,1376.2943184249937,0.0006646883358142341
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.002925714285714286,2.7302121840241374e-5,1207.0899689013427,0.0008640948365585044
Brass,0.008326530612244898,0.008326530612244898,0.002925714285714286,5.596862477396885e-7,8184.11345152143,1.7713714692015053e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0030244897959183672,1.9010489337110582e-5,1446.3436421285965,0.0006219830029386065
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0030244897959183672,2.4713636138243755e-5,1268.5272900026216,0.0008085779038201885
Brass,0.008326530612244898,0.008326530612244898,0.0030244897959183672,5.066295952640884e-7,8592.333307882725,1.657584880915134e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.003123265306122449,1.726330396751577e-5,1517.5272570219406,0.0005832649668407675
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.003123265306122449,2.2442295157770498e-5,1330.9594502880925,0.0007582444568929979
Brass,0.008326530612244898,0.008326530612244898,0.003123265306122449,4.6007310904000533e-7,9006.509470816132,1.5544216054672355e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0032220408163265305,1.572382918297261e-5,1589.8261771634488,0.0005480528646688386
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0032220408163265305,2.044097793786439e-5,1394.3697979854408,0.0007124687240694902
Brass,0.008326530612244898,0.008326530612244898,0.0032220408163265305,4.1905103878294457e-7,9426.51401499749,1.4605991935866823e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0033208163265306123,1.4362093355422021e-5,1663.2222839367964,0.0005159358406723944
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0033208163265306123,1.8670721362048626e-5,1458.74244201692,0.0006707165928741128
Brass,0.008326530612244898,0.008326530612244898,0.0033208163265306123,3.8276482612312016e-7,9852.224691591144,1.3750230377878782e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0034195918367346937,1.3153168350531333e-5,1737.698261265784,0.0004865615067759538
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0034195918367346937,1.7099118855690735e-5,1524.062195179037,0.0006325299588087399
Brass,0.008326530612244898,0.008326530612244898,0.0034195918367346937,3.505502871045262e-7,10283.524515442665,1.2967542978907536e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.0035183673469387756,1.2076206511172652e-5,1813.2375374222038,0.00045962623505885105
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0035183673469387756,1.5699068464524448e-5,1590.3145231046735,0.0005975141055765064
Brass,0.008326530612244898,0.008326530612244898,0.0035183673469387756,3.2185195489367834e-7,10720.30139376384,1.2249840389633064e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.003617142857142857,1.1113682186291003e-5,1889.8242325877418,0.00043486727988129254
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.003617142857142857,1.4447786842178302e-5,1657.4854982718314,0.0005653274638456803
Brass,0.008326530612244898,0.008326530612244898,0.003617142857142857,2.9620287203949117e-7,11162.44779106317,1.1590122436264106e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.003715918367346939,1.0250790198239997e-5,1967.4431114579288,0.0004120563459012822
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.003715918367346939,1.3326027257711996e-5,1725.5617584345498,0.0005356732496716669
Brass,0.008326530612244898,0.008326530612244898,0.003715918367346939,2.7320856394207684e-7,11609.860425866318,1.0982306763652025e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.00381469387755102,9.47496564146678e-6,2046.0795402809674,0.0003909943064601605
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.00381469387755102,1.2317455333906812e-5,1794.530468943462,0.0005082925983982086
Brass,0.008326530612244898,0.008326530612244898,0.00381469387755102,2.5253424488390486e-7,12062.439995424258,1.042108812550135e-5
Digital ABS,0.008326530612244898,0.008326530612244898,0.003913469387755102,8.775498160218092e-6,2125.7194478113706,0.00037150684306952686
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.003913469387755102,1.1408147608283518e-5,1864.3792884998725,0.0004829588959903849
Brass,0.008326530612244898,0.008326530612244898,0.003913469387755102,2.3389454122021734e-7,12520.090925150158,9.901822213789717e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.0040122448979591835,8.143220296958128e-6,2206.3492897309857,0.00035344082688471565
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0040122448979591835,1.0586186386045566e-5,1935.096337950929,0.0004594730749501304
Brass,0.008326530612244898,0.008326530612244898,0.0040122448979591835,2.170451880063656e-7,12982.72113997934,9.420429255607169e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.004111020408163265,7.570254286144654e-6,2287.956016150994,0.00033666130130229955
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.004111020408163265,9.841330571988051e-6,2006.6701717869921,0.0004376596916929894
Brass,0.008326530612244898,0.008326530612244898,0.004111020408163265,2.0177628276700727e-7,13450.241855227625,8.973313624696834e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.004209795918367347,7.049805246263436e-6,2370.5270418598298,0.00032104895420524194
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.004209795918367347,9.164746820142466e-6,2079.089752047333,0.0004173636404668145
Brass,0.008326530612244898,0.008326530612244898,0.004209795918367347,1.879067754440006e-7,13922.567384844157,8.557296497850138e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.004308571428571429,6.5759914201525235e-6,2454.050219025484,0.0003064979911084714
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.004308571428571429,8.54878884619828e-6,2152.3444243784725,0.0003984473884410129
Brass,0.008326530612244898,0.008326530612244898,0.004308571428571429,1.752799454170568e-7,14399.614965226809,8.169559191834284e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.00440734693877551,6.1437041611526695e-6,2538.513812097631,0.0002929143381518706
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.00440734693877551,7.98681540949847e-6,2226.4238960218845,0.00038078863959743183
Brass,0.008326530612244898,0.008326530612244898,0.00440734693877551,1.6375967104115474e-7,14881.304592999506,7.807595287919646e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.004506122448979592,5.748491927519688e-6,2623.906474686563,0.00028021411774717517
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.004506122448979592,7.473039505775594e-6,2301.3182155354866,0.0003642783530713277
Brass,0.008326530612244898,0.008326530612244898,0.004506122448979592,1.5322733883713913e-7,15367.558875348224,7.469170020305181e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.004604897959183674,5.386463751310616e-6,2710.2172282229594,0.0002683223506048184
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.004604897959183674,7.002402876703801e-6,2377.017754077015,0.0003488190557862639
Brass,0.008326530612244898,0.008326530612244898,0.004604897959183674,1.435792715432823e-7,15858.30289168167,7.152285695647188e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.0047036734693877555,5.054208579643667e-6,2797.4354422257766,0.00025717184651806403
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.0047036734693877555,6.570471153536767e-6,2453.513188097823,0.00033432340047348324
Brass,0.008326530612244898,0.008326530612244898,0.0047036734693877555,1.3472457905797098e-7,16353.46406552831,6.855152141376408e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.004802448979591836,4.7487276115680985e-6,2885.550816025575,0.00024670225317256
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.004802448979591836,6.173345895038528e-6,2530.795483313173,0.000320712929124328
Brass,0.008326530612244898,0.008326530612244898,0.004802448979591836,1.265833556284024e-7,16852.97204570706,6.576161364066585e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.004901224489795918,4.467377321634634e-6,2974.5533618079658,0.00023685923776593548
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.004901224489795918,5.807590518125024e-6,2608.8558798303598,0.00030791700909571615
Brass,0.008326530612244898,0.008326530612244898,0.004901224489795918,1.1908516176924311e-7,17356.758595917767,6.313865746082801e-6
Digital ABS,0.008326530612244898,0.008326530612244898,0.005,4.207821308206037e-6,3064.43338885694,0.000227593780659843
Rigid Opeque,0.008326530612244898,0.008326530612244898,0.005,5.470167700667848e-6,2687.685878329195,0.0002958719148577959
Brass,0.008326530612244898,0.008326530612244898,0.005,1.1216774130307834e-7,17864.757491992175,6.066959226965541e-6
Brass,0.008928571428571428,0.008928571428571428,0.0003575510204081633,0.00035244663704492616,336.0035999712137,0.0011855740955572045
Brass,0.008928571428571428,0.008928571428571428,0.0004563265306122449,0.0001695459068397564,483.82875896702143,0.000727880923571895
Digital ABS,0.008928571428571428,0.008928571428571428,0.0005551020408163266,0.003535454863793592,106.47958083780027,0.018463559480675656
Brass,0.008928571428571428,0.008928571428571428,0.0005551020408163266,9.418961585612372e-5,648.3058997536026,0.0004918958498470206
Digital ABS,0.008928571428571428,0.008928571428571428,0.0006538775510204082,0.002163094198480109,136.10558494394783,0.01330666331890612
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0006538775510204082,0.002812022458024141,119.37249474756352,0.017298662314577957
Brass,0.008928571428571428,0.008928571428571428,0.0006538775510204082,5.7628756158757094e-5,827.7695431706879,0.0003545136666867029
Digital ABS,0.008928571428571428,0.008928571428571428,0.0007526530612244898,0.0014183426523032467,168.05358780047925,0.010043227587253198
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0007526530612244898,0.0018438454479942207,147.39274685372826,0.013056195863429158
Brass,0.008928571428571428,0.008928571428571428,0.0007526530612244898,3.778775243687706e-5,1020.945441166682,0.000267573563495429
Digital ABS,0.008928571428571428,0.008928571428571428,0.0008514285714285714,0.0009797650573939146,202.16321293105793,0.00784815325333903
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0008514285714285714,0.0012736945746120887,177.30886711005888,0.010202599229340739
Brass,0.008928571428571428,0.008928571428571428,0.0008514285714285714,2.6103451159290232e-5,1226.8162263036536,0.00020909490861419303
Digital ABS,0.008928571428571428,0.008928571428571428,0.0009502040816326531,0.0007048827401226344,238.30295442721723,0.006301313352981094
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0009502040816326531,0.0009163475621594247,209.0055172049484,0.008191707358875424
Brass,0.008928571428571428,0.008928571428571428,0.0009502040816326531,1.8780145127273554e-5,1444.5441530643977,0.00016788548296816454
Digital ABS,0.008928571428571428,0.008928571428571428,0.0010489795918367348,0.000523922898383934,276.3624039885224,0.005170490299571368
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0010489795918367348,0.0006810997678991141,242.3858626531025,0.006721637389442779
Brass,0.008928571428571428,0.008928571428571428,0.0010489795918367348,1.3959039365371131e-5,1673.4230293762898,0.00013775896768897466
Digital ABS,0.008928571428571428,0.008928571428571428,0.0011477551020408164,0.0003999647767421927,316.24712922338244,0.004318851656444337
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0011477551020408164,0.0005199542097648504,277.36708076819394,0.005614507153377639
Brass,0.008928571428571428,0.008928571428571428,0.0011477551020408164,1.0656534194599624e-5,1912.8465040178364,0.00011507010875602234
Digital ABS,0.008928571428571428,0.008928571428571428,0.001246530612244898,0.00031222059203607017,357.87514190560876,0.0036615232822201295
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.001246530612244898,0.0004058867696468913,313.87726311895517,0.004759980266886169
Brass,0.008928571428571428,0.008928571428571428,0.001246530612244898,8.318822609620201e-6,2162.286171149849,9.75578275191556e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0013453061224489797,0.00024837505571329694,401.1743723988478,0.003143593665143143
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0013453061224489797,0.000322887572427286,351.85320045287403,0.004086671764686085
Brass,0.008928571428571428,0.008928571428571428,0.0013453061224489797,6.617811341502835e-6,2421.2758928021303,8.375925573731846e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0014440816326530613,0.00020081541469924504,446.0808089820355,0.0027282621588707676
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0014440816326530613,0.00026106003910901857,391.23875077666133,0.003546740806531998
Brass,0.008928571428571428,0.008928571428571428,0.0014440816326530613,5.3506868578038575e-6,2689.4002339260946,7.269400359517458e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.001542857142857143,0.0001646630207046354,492.5370925079959,0.0023901166781319246
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.001542857142857143,0.00021406192691602607,431.9836067903059,0.003107151681571502
Brass,0.008928571428571428,0.008928571428571428,0.001542857142857143,4.3874749593988376e-6,2966.285716252862,6.368507653066603e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0016416326530612245,0.00013669298406597289,540.4914323475713,0.002111152058547237
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0016416326530612245,0.00017770087928576476,474.04234510718015,0.0027444976761114084
Brass,0.008928571428571428,0.008928571428571428,0.0016416326530612245,3.642259467821439e-6,3251.5940628637636,5.625280350557887e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0017404081632653062,0.0001147154150329837,589.8967548820314,0.0018783226740504678
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0017404081632653062,0.00014913003954287882,517.3736794324785,0.0024418194762656077
Brass,0.008928571428571428,0.008928571428571428,0.0017404081632653062,3.0566979158098673e-6,3545.0168849220554,5.0049638065970985e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0018391836734693878,9.720771893213494e-5,640.7100240518798,0.0016819890489914884
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0018391836734693878,0.00012637003461177544,561.9398646451008,0.002186585763688935
Brass,0.008928571428571428,0.008928571428571428,0.0018391836734693878,2.5902255075975145e-6,3846.271436369065,4.48187755669801e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0019379591836734694,8.308892286746772e-5,692.8916916648138,0.0015149038301749895
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0019379591836734694,0.00010801559972770806,607.7062146858384,0.0019693749792274863
Brass,0.008928571428571428,0.008928571428571428,0.0019379591836734694,2.2140429228789084e-6,4155.09717476203,4.036713906366359e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.002036734693877551,7.157717743610784e-5,746.4052472242338,0.001371533243159724
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.002036734693877551,9.305033066694018e-5,654.6407077308601,0.001782993216107641
Brass,0.008928571428571428,0.008928571428571428,0.002036734693877551,1.9073199833870565e-6,4471.25294094826,3.654730259366942e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.002135510204081633,6.209747551895353e-5,801.2168452334896,0.0012475929289542335
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.002135510204081633,8.072671817463959e-5,702.713659315911,0.0016218708076405036
Brass,0.008928571428571428,0.008928571428571428,0.002135510204081633,1.6547371555391712e-6,4794.514620932153,3.3245125623478834e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0022342857142857143,5.4220524848607025e-5,857.2949936227501,0.0011397241076016957
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0022342857142857143,7.048668230318913e-5,751.8974490686013,0.0014816413398822043
Brass,0.008928571428571428,0.008928571428571428,0.0022342857142857143,1.4448570256476287e-6,5124.673188502305,3.0371125856237258e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.002333061224489796,4.76214244186574e-5,914.61029097743,0.0010452635979918555
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.002333061224489796,6.190785174425462e-5,802.1662902424904,0.0013588426773894122
Brass,0.008928571428571428,0.008928571428571428,0.002333061224489796,1.2690233741796755e-6,5461.533052143327,2.785435241015434e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0024318367346938775,4.205120941146124e-5,973.1352031541394,0.0009620778457861867
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0024318367346938775,5.4666572234899624e-5,853.496033796313,0.0012507011995220427
Brass,0.008928571428571428,0.008928571428571428,0.0024318367346938775,1.120603084623069e-6,5804.910647760509,2.563796420422751e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0025306122448979593,3.731692627057769e-5,1032.8438719995713,0.0008884413806499136
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0025306122448979593,4.851200415175099e-5,905.8640006293468,0.001154973794844888
Brass,0.008928571428571428,0.008928571428571428,0.0025306122448979593,9.94455307658641e-7,6154.633231940726,2.3675991964736927e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0026293877551020407,3.326746564325497e-5,1093.7119504701832,0.0008229466125075784
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0026293877551020407,4.324770533623146e-5,959.2488369718063,0.001069830596259852
Brass,0.008928571428571428,0.008928571428571428,0.0026293877551020407,8.865540238039993e-7,6510.537840283998,2.1930935121966198e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0027281632653061226,2.9783346926791283e-5,1155.7164596420082,0.0007644360608973042
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0027281632653061226,3.871835100482866e-5,1013.6303889741519,0.0009937668791664953
Brass,0.008928571428571428,0.008928571428571428,0.0027281632653061226,7.937158832044072e-7,6872.470382731368,2.0371956339218915e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.002826938775510204,2.6769256425352246e-5,1218.8356640078264,0.0007119508608076404
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.002826938775510204,3.480003335295792e-5,1068.9895933354721,0.0009255361190499325
Brass,0.008928571428571428,0.008928571428571428,0.002826938775510204,7.134014063386945e-7,7240.284853449789,1.8973509658758904e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.002925714285714286,2.4148531451118993e-5,1283.048962158422,0.0006646912260158246
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.002925714285714286,3.139309088645469e-5,1125.3083814246052,0.0008640985938205719
Brass,0.008928571428571428,0.008928571428571428,0.002925714285714286,6.435680282093291e-7,7613.842637178912,1.7714287204625174e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0030244897959183672,2.1859037574165935e-5,1348.3367904890465,0.0006219857987503473
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0030244897959183672,2.8416748846415718e-5,1182.5695948251198,0.0008085815383754514
Brass,0.008928571428571428,0.008928571428571428,0.0030244897959183672,5.825602586706655e-7,7993.011897327233,1.6576402624318585e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.003123265306122449,1.9850055344767995e-5,1414.680537999918,0.0005832676742329526
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.003123265306122449,2.5805071948198397e-5,1240.7569106104106,0.0007582479765028383
Brass,0.008928571428571428,0.008928571428571428,0.003123265306122449,5.290267371219968e-7,8377.66703376433,1.554475235503688e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0032220408163265305,1.8079906715236056e-5,1482.062470598517,0.000548055489062682
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0032220408163265305,2.3503878729806874e-5,1299.8547749524175,0.0007124721357814867
Brass,0.008928571428571428,0.008928571428571428,0.0032220408163265305,4.818569943450926e-7,8767.688200364222,1.4606511795303017e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0033208163265306123,1.6514129172727658e-5,1550.4656635822448,0.000515938387005359
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0033208163265306123,2.1468367924545954e-5,1359.8483439050026,0.0006707199031069668
Brass,0.008928571428571428,0.008928571428571428,0.0033208163265306123,4.401328065604762e-7,9162.960874040486,1.3750734774435974e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0034195918367346937,1.5124059402777481e-5,1619.873941197982,0.00048656397955764384
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0034195918367346937,1.9661277223610723e-5,1420.7234303941734,0.000632533173424937
Brass,0.008928571428571428,0.008928571428571428,0.0034195918367346937,4.0309046031650584e-7,9563.375468371174,1.2968032805881675e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.0035183673469387756,1.3885725976987261e-5,1690.2718223518007,0.00045962863841906
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0035183673469387756,1.805144377008344e-5,1482.466456602353,0.000597517229944778
Brass,0.008928571428571428,0.008928571428571428,0.0035183673469387756,3.7009125051612834e-7,9968.826986012773,1.225031646508426e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.003617142857142857,1.277897723459624e-5,1761.6444716862768,0.0004348696176114888
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.003617142857142857,1.6612670404975114e-5,1545.064411060344,0.0005653305028949354
Brass,0.008928571428571428,0.008928571428571428,0.003617142857142857,3.405982445893366e-7,10379.214705001432,1.1590585511234692e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.003715918367346939,1.178678961773281e-5,1833.9776553612694,0.00041205862149058364
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.003715918367346939,1.532282650305265e-5,1608.504809864504,0.0005356762079377588
Brass,0.008928571428571428,0.008928571428571428,0.003715918367346939,3.1415785441416343e-7,10794.44189477842,1.0982757529292329e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.00381469387755102,1.0894715517964701e-5,1907.2577009718068,0.0003909965231266488
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.00381469387755102,1.4163130173354114e-5,1672.7756615224114,0.0005082954800646434
Brass,0.008928571428571428,0.008928571428571428,0.00381469387755102,2.903851251892784e-7,11214.415558387129,1.0421527219272946e-5
Digital ABS,0.008928571428571428,0.008928571428571428,0.003913469387755102,1.009043975834626e-5,1981.4714611179647,0.0003715090037876119
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.003913469387755102,1.3117571685850137e-5,1737.8654350015272,0.0004829617049238955
Brass,0.008928571428571428,0.008928571428571428,0.003913469387755102,2.6895191865498665e-7,11639.046197796179,9.902250224885807e-6
Digital ABS,0.008928571428571428,0.008928571428571428,0.0040122448979591835,9.36342124473155e-6,2056.60628020937,0.0003534429344091307
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.0040122448979591835,1.2172447618151017e-5,1803.7630306148271,0.00045947581473186996
Brass,0.008928571428571428,0.008928571428571428,0.0040122448979591835,2.4957736546567115e-7,12068.247599726867,9.420846729705781e-6
Digital ABS,0.008928571428571428,0.008928571428571428,0.004111020408163265,8.704601819741965e-6,2132.6499641439004,0.00033666335818921376
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.004111020408163265,1.1315982365664554e-5,1870.457753427256,0.00043766236564597786
Brass,0.008928571428571428,0.008928571428571428,0.004111020408163265,2.3202010803834667e-7,12501.936639718757,8.973721068142956e-6
Digital ABS,0.008928571428571428,0.008928571428571428,0.004209795918367347,8.106168467184982e-6,2209.590752548013,0.00032105096283089636
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.004209795918367347,1.0538019007340477e-5,1937.9392889088886,0.0004173662516801652
Brass,0.008928571428571428,0.008928571428571428,0.004209795918367347,2.1607196481893695e-7,12940.033102467138,8.557694381347262e-6
Digital ABS,0.008928571428571428,0.008928571428571428,0.004308571428571429,7.561358115982583e-6,2287.4172933067775,0.0003064999536856787
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.004308571428571429,9.829765550777358e-6,2006.1976805962881,0.0003984499397913823
Brass,0.008928571428571428,0.008928571428571428,0.004308571428571429,2.0155272953259137e-7,13382.459516720073,8.169947953712774e-6
Digital ABS,0.008928571428571428,0.008928571428571428,0.00440734693877551,7.064296646964561e-6,2366.1186191461243,0.0002929162567446656
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.00440734693877551,9.183585641053928e-6,2075.2233095537827,0.00038079113376806526
Brass,0.008928571428571428,0.008928571428571428,0.00440734693877551,1.8830588170839084e-7,13829.14100323878,7.807975337038864e-6
Digital ABS,0.008928571428571428,0.008928571428571428,0.004506122448979592,6.6098655052616414e-6,2445.684126059294,0.00028021599428385994
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.004506122448979592,8.592825156840134e-6,2145.006875452207,0.0003642807925690179
Brass,0.008928571428571428,0.008928571428571428,0.004506122448979592,1.7619503270865294e-7,14280.005134509553,7.46954173863755e-6
Digital ABS,0.008928571428571428,0.008928571428571428,0.004604897959183674,6.193590705179531e-6,2526.1035533946742,0.00026832418688960824
Rigid Opeque,0.008928571428571428,0.008928571428571428,0.004604897959183674,8.05166791673339e-6,2215.5393791047813,0.0003488214429564907
